"Carimbo de data/hora","Qual a classificação?","Positiva ou Negativa?","Fonte","Autor","Palavras-chave utilizada para busca","Teor textual","Data de publicação"
"2021/09/24 8:27:44 PM GMT-3","Território","Positiva","tese de doutorado","Sheilla Dourado ","","O território é entendido como uma construção social (ALMEIDA, 2008, p. 94) que resulta de um processo de territorialização, constituindo territórios de pertencimento construídos politicamente através de mobilizações por acesso livre aos recursos básicos em regiões diferentes e tempos históricos distintos.","2014-01-01"
"2021/09/24 8:29:01 PM GMT-3","Território","Positiva","tese de doutorado","Sheilla Dourado ","comunidades indígenas; movimentos indígenas; território tradicionalmente ocupado ","A decisão do governo de construir uma estrada cruzando o território tradicionalmente ocupado - o Território Indígena e Parque Nacional Isiboro Sécure (TIPNIS) - sem consultar as comunidades indígenas que ali vivem deflagrou uma tensão social entre povos indígenas e governo boliviano. Em decorrência de pressões e mobilizações dos movimentos indígenas, a construção da estrada foi suspensa e a questão submetida à consulta aos povos a serem atingidos. ","2014-01-01"
"2021/09/24 8:29:49 PM GMT-3","Território","Positiva","tese de doutorado","Sheilla Dourado ","","Em segundo lugar, as identidades culturais que correspondem aos povos e comunidades tradicionais, como vimos, tem a peculiaridade do vínculo com a terra ou território, possuindo com este um maior grau de dependência para a manutenção de seus modos de vida. Assim, as garantias legais sobre a terra e recursos naturais do território são fundamentais para a proteção dos conhecimentos tradicionais e isso a CDB nem as convenções da Unesco tampouco podem oferecer. ","2014-01-01"
"2021/09/24 8:30:53 PM GMT-3","Território","Positiva","tese de doutorado","Sheilla Dourado ","biopirataria; conhecimento local; direitos humanos ","A proteção ao conhecimento tradicional e o combate à biopirataria aparecem vinculados ao direito à terra e ao território nessa mesma plenária. A agenda comum definida incluiu a valorização do conhecimento local e tradicional, a promoção da cultura de paz e da equidade de gênero na ampliação da luta pelos direitos humanos.","2014-01-01"
"2021/09/24 8:31:46 PM GMT-3","Território","Positiva","tese de doutorado","Sheilla Dourado ","povos indígenas; Estado Plurinacional ","Os povos indígenas tem apontado que o Estado Plurinacional significa o rompimento com os processos de colonização. Constataram que o modelo liberal é o que impôs a cultura ocidental, marginalizando e debilitando suas culturas originais e seus sistemas políticos e jurídicos. O direito à terra, ao território e aos recursos naturais é um dos elementos fundamentais para a concretização do Estado Plurinacional. ","2014-01-01"
"2021/09/24 8:32:36 PM GMT-3","Território","Positiva","tese de doutorado","Sheilla Dourado ","conhecimentos ancestrais","Vitery esclarece que o exercício desses direitos pelos povos indígenas implica em que estes assumam muitas responsabilidades em conformidade com o marco jurídico e institucional. Significa, por exemplo, criar uma institucionalidade própria para promover a gestão do território com capacidade institucional, técnica e política, desenvolvendo os conhecimentos ancestrais. Em Pastaza, onde vivem Lamiña e Vitery, os conhecimentos ancestrais de manejo da natureza estão sendo combinados com a tecnologia cartográfica e outros conhecimentos científicos. ","2014-01-01"
"2021/09/24 8:48:32 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado","  VANESSA CRISTINA RAMOS FONSÊCA DA SILVA","","Esta dissertação tem o objetivo de analisar conflitos agrários no Território Quilombola de
Camaputiua. A sua apresentação parte dos termos “encantos” e “desencantos” dos direitos
humanos formulada por Rubio (2014). Segundo o autor, os “encantos” consistem na dimensão emancipatória dos direitos humanos, ao se vislumbrar a libertação dos instrumentos de
dominação que impedem a concretização desses direitos. Contudo, ele apresenta um
contraponto a esses “encantos”, que são os “desencantos”. Eles consistem na dificuldade de implementação dos direitos humanos, à medida que estes se fixam somente em teorias,
enquanto a realidade é totalmente dissonante do disposto nas previsões legais. Logo, foi
catalogada a legislação correlata aos quilombolas, evidenciando-se a Constituição Federal de 1988 e Convenção nº 169 sobre povos indígenas e tribais da Organização Internacional do Trabalho. ","2020-01-01"
"2021/09/24 8:50:36 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado","Vanessa Cristina Ramos Fonsêca da Silva ","território quilombola ","Na êra do macaco aparece um macaco que pode surgir amarelo ou vermelho. Ele é
considerado um dos seres protetores das matas do Território Quilombola de Camaputiua.
Nas palavras de Santos (2015, p. 91), as relações existentes entre comunidades e
seres mágicos, “estão edificadas sobre as bases de significados que têm como princípio a
resistência diante de seus antagonistas, construindo assim, interna e externamente, uma
relação de proteção e defesa de seus territórios”.","2020-01-01"
"2021/09/24 8:52:15 PM GMT-3","Quilombolas","Positiva","","","certidão de reconhecimento; titulação definitiva ","Uma das primeiras vitórias dos quilombolas foi a expedição de certidão de reconhecimento da comunidade de Camaputiua como “remanescente das comunidades dos quilombos” pela Fundação Cultural Palmares na data de 25 de janeiro de 2006. A certificação é primordial para dar o primeiro impulso ao processo de titulação definitiva do Território Quilombola e possibilita acesso a uma série de políticas públicas voltadas para os quilombolas.","2020-01-01"
"2021/09/24 8:53:35 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado","Vanessa Cristina Ramos Fonsêca da Silva ","","Ainda na survey, fui submetida a mais um teste, desta vez envolvendo meus
conhecimentos profissionais: elaborar um recurso administrativo em um pedido de
aposentadoria rural de uma quilombola perante o Instituto Nacional do Seguro Social (INSS).
O desdobramento desse teste se deu com a contratação dos meus serviços para ser advogada da referida quilombola no processo perante a Justiça Federal, e com o convite para eu ser advogada da Associação de Moradores do Quilombo Rural de Camaputiua","2020-01-01"
"2021/09/24 8:54:37 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado","Vanessa Cristina Ramos Fonsêca da Silva ","","O Território Quilombola de Camaputiua se localiza em Cajari-MA, na
microrregião da Baixada Maranhense. Fica a 206 km de São Luís, ocupando uma área de
662,066 km², com uma população de 18.338 habitantes, sendo 76,6% rural.","2020-01-01"
"2021/09/24 8:56:12 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado","Vanessa Cristina Ramos Fonsêca da Silva ","cartografia; delimitações do território ","Porque quando a gente começou a trabalhar com a Nova Cartografia, foi por uma
necessidade. O nosso primeiro trabalho de cartografia em Camaputiua foi
aproveitando o trabalho de cartografia da Resex Enseada da Mata. O grupo de
pesquisa estava em Penalva, fazendo o trabalho de mapeamento, e como a gente tem
essa parceria entre Penalva, Cajari e Viana, eu estava acompanhando. E nas
colocações a gente começou a falar das situações de ameaça, e todas as situações
precárias do território quilombola de Camaputiua. E daí, em visita rápida, a gente foi
marcar alguns pontos e GPS. Um dos primeiros pontos foi onde foi a morada da
escrava Pruquera, que fugiu do engenho Tramaúba. A gente foi lá e conferiu que
ainda existiam cinco mangueiras, fomos lá visitar a encanturia, o Roncador, o Zé do
Abeduí. O nosso primeiro trabalho foi as nossas coisas naturais. Para mim era assim,
era uma coisa que, o máximo que podia acrescentar em cartografia no território
Camaputiua, seria apenas fazer as delimitações do território. Mas quando a gente
começou a fazer a delimitação do território pensando que a gente já tinha fechado, aí
nós voltamos a refazer essa demarcação e demos o mapa por pronto. (...) Então a
gente continua fazendo esse trabalho de cartografia. E a gente até colocou que
Camaputiua é uma área de conflito permanente. A pessoa pensa: não, mas nem todo
dia tem conflito em Camaputiua! Mas é um conflito permanente.","2020-01-01"
"2021/09/24 8:57:19 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado","Vanessa Cristina Ramos Fonsêca da Silva ","questão quilombola ","A questão quilombola foi tratada pela Subcomissão dos Negros, Populações
Indígenas, Deficientes e Minorias da Comissão da Ordem Social. A Subcomissão49 foi
instalada em reunião ocorrida no dia 07 de abril de 1987, oportunidade em que foram eleitos o Presidente (Ivo Lech-PMDB-RS); o 1° Vice-Presidente (Doreto Campanari - PMDB-SP); o 2° Vice-Presidente (Bosco França- PMDB-SE); e o Relator (Alceni Guerra - PFL-PR).","2020-01-01"
"2021/09/24 8:58:38 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado","Vanessa Cristina Ramos Fonsêca da Silva ","plurietnicidade; identidade social ","A demanda quilombola foi muito atacada ao passar pela Comissão de
Sistematização. O Deputado Eliel Rodrigues (PMDB-PA) chegou a apresentar Emenda (1987,
p. 8) para retirar o artigo do Projeto da Constituição, ignorando as diferenças e plurietnicidade do povo brasileiro, sob a seguinte justificativa:
Ao estabelecer que “fica declarada a propriedade definitiva das terras ocupadas pelas
comunidades negras remanescentes dos quilombos, devendo o estado emitir-lhes os
títulos respectivos"", o texto do projeto constitucional está enveredando por um
caminho discriminatório, criando verdadeiros guetos e praticando o apartheid no
Brasil. O importante, no país, é a integração das diferentes etnias que compõem seu
Povo, sem discriminação da raça, cor, religião, posição social e tudo o mais que
caracteriza os direitos e garantias individuais. Dividir o país em terra dos índios,
terra dos negros, terra dos brancos, etc., é fragmentar os aspectos políticos e físicos
da nacionalidade brasileira. Daí a razão de nossa proposta de emenda supressiva,
visando a garantia da conservação da nossa estrutura e identidade social.
","2020-01-01"
"2021/09/24 8:59:45 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado","Vanessa Cristina Ramos Fonsêca da Silva ","Fundação Cultural Palmares ","O Plenário destacou que o Estado brasileiro incorporou ao seu ordenamento
jurídico interno a Convenção 169 da Organização Internacional do Trabalho - OIT sobre
Povos Indígenas e Tribais, aprovada pelo Decreto Legislativo 143/2002 e promulgada pelo
Decreto 5.051/2004, que dispõe sobre a “consciência da própria identidade” como critério 
para determinar os grupos tradicionais. No caso em comento, a auto definição da comunidade como quilombola é certificada pela Fundação Cultural Palmares.","2020-01-01"
"2021/09/24 9:01:32 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado","Vanessa Cristina Ramos Fonsêca da Silva ","territorialidade reintegrações de posse; ameaças de morte; conflitos; titulação definitiva","Dessa forma, o que se vê na importância da vitória quilombola na ADIN
3.239/DF é que foi assegurado o direito à territorialidade. Mesmo assim, a demora e o pouco orçamento para que seja realizada a titulação definitiva das comunidades quilombolas trazem uma série de consequências, dentre elas, inúmeros conflitos. Em Camaputiua, os principais conflitos são em relação às cercas nos campos naturais (algumas eletrificadas), à criação de búfalos, às reintegrações de posse e às ameaças de morte.","2020-01-01"
"2021/09/24 9:03:49 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola"," Vanessa Cristina Ramos Fonsêca da Silva ","","A demora na concessão da titulação definitiva da terra tem gerado conflitos
agrários, além do que a lentidão e a morosidade dos entes estatais desrespeitam o preceito
constitucional de duração razoável do processo.
O processo de titulação definitiva do Território Quilombola de Camaputiua, em
Cajari-MA, iniciou-se no ano de 2005 e até o momento (ano de 2020, catorze anos depois)
ainda não foi concluído.","2020-01-01"
"2021/09/24 9:08:05 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","registros cartorários ","Ao tempo em que os quilombolas de Camaputiua sofrem com a demora no
recebimento da titulação definitiva, os donos das grandes fazendas da região vêm utilizando uma série de mecanismos para se apropriarem da terra. Utilizam-se de diversos meios que vão da grilagem às ameaças de morte. Cabeça informou-me que no território quilombola há terras que têm múltiplos registros cartorários e fez a indagação de como tal fato seria possível, fazendo-me refletir se quem registra é realmente o dono da terra.
","2020-01-01"
"2021/09/24 9:09:24 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","CAR; cadastro ambiental rural  ","Os quilombolas de Camaputiua foram orientados pela CONAQ a realizarem o
CAR coletivo (quilombola), pois, se o CAR fosse feito individualmente, poderia enfraquecer
o sentido de comunidade no Território Quilombola. Ao tempo em que limitaria o cadastro ao
tamanho da casa de cada quilombola e não incluiria grande parte da área do Território. Para
Cabeça, o CAR individual fortalece mais o latifúndio do que o agricultor.","2020-01-01"
"2021/09/24 9:10:27 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","encantados ","Além da orientação desse Programa, outro fato a ser destacado é a orientação
espiritual realizada pelas entidades e encantados aos quilombolas. A quilombola Maria
Cutrim (Preta), esposa de Cabeça, comentou que quando está apreensiva ou tem algum mau pressentimento faz o seguinte procedimento","2020-01-01"
"2021/09/24 9:11:37 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","Justiça federal ","Mesmo sabendo que se tratava de questão que envolve território quilombola e
havia interesse do INCRA, uma autarquia federal, no primeiro momento não foi aceita a
declinação para a Justiça Federal.","2020-01-01"
"2021/09/24 9:13:23 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","quebradeiras de coco babaçu; pesca; cooperativa ","Segundo Cabeça, há várias atividades de uso comum em Camaputiua. No inverno
(período chuvoso) há o predomínio da pesca. No verão (período seco) prevalece a plantação de mandioca. Além dessas atividades, há também a coleta e quebra de coco babaçu, que é realizada tanto no inverno quanto no verão. O babaçu tem grande relevância na economia de Camaputiua, onde há uma cooperativa para o seu processamento. Diante disso, há o destaque para a liderança de dona Maria Antônia, mãe de Cabeça e liderança quilombola e do Movimento Interestadual de Quebradeiras de Coco Babaçu (MIQCB).","2020-01-01"
"2021/09/24 9:14:24 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","cercamentos ","Dorival Santos (2015, p. 104) relata que os cercamentos nos campos públicos
inundáveis do Território Quilombola de Camaputiua iniciaram a partir da década de 1990,
depois do início da criação de gado bubalino, quando houve a privatização da área pelos
fazendeiros que querem demonstrar o controle da terra. ","2020-01-01"
"2021/09/24 9:15:42 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","campos naturais; Movimento Interestadual de Quebradeiras de Coco Babaçu","Já no município de Matinha, no Território Quilombola de Bom Jesus, também na
Baixada Maranhense, a Operação já teve maiores incursões. O Movimento Interestadual de
Quebradeiras de Coco Babaçu (MIQCB) encaminhou Ofício ao Núcleo de Direitos Humanos
da Defensoria Pública do Estado (DPE) relatando sobre o cercamento dos campos e suas
consequências para os quilombolas, como a inacessibilidade aos recursos de pesca e às
palmeiras de coco babaçu.","2020-01-01"
"2021/09/24 9:17:19 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","conflitos socioambientais; impactos ambientais","Note-se que, segundo os dados oficiais, os municípios com maior quantidade de
búfalos, estão concentrados na região da Baixada Maranhense. Tais dados demonstram que, em decorrência da grande quantidade de búfalos na região, há também muitos impactos ambientais que virão a originar vários conflitos socioambientais, como se vê no território quilombola de Camaputiua.","2020-01-01"
"2021/09/24 9:19:07 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","conflitos; campos públicos ","Apesar da previsão estadual e municipal para retirada dos búfalos dos campos
públicos naturais inundáveis, os criadores do gado bubalino não respeitaram e não respeitam até hoje essas disposições constitucionais e legislativas, o que fomentou e fomenta vários conflitos no território quilombola de Camaputiua.","2020-01-01"
"2021/09/24 9:20:16 PM GMT-3","Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","","Diante dessas circunstâncias, os quilombolas foram apoiados pelo então Deputado
Estadual Vila Nova e soltos a partir da impetração de um Habeas Corpus por meio do
advogado José Américo. Na Carta endereçada ao Deputado, eles também relataram que o
quilombola Agemiro teve seus testículos cortados por um criador de búfalo na estrada para
Penalva, mas as investigações policiais sobre o caso não avançaram.","2020-01-01"
"2021/09/24 9:21:43 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","religiosidade; encanturias","Assim, nota-se a estrita relação entre a comunidade e a religiosidade de matriz
africana, até pelo fato do Território Quilombola de Camaputiua ser considerado para eles terra de encanturias. Maria Cutrim (2019) mencionou que em várias situações os quilombolas tem pressentimentos sobre as circunstâncias de perigo.","2020-01-01"
"2021/09/24 9:23:07 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola","Vanessa Cristina Ramos Fonsêca da Silva ","direitos constitucionais fundamentais; dignidade da pessoa humana.","Logo, o conflito relacionado aos búfalos, mesmo derivando de um desrespeito à
Constituição Estadual do Maranhão e à Lei Orgânica do Município de Cajari, ainda está muito presente no Território Quilombola de Camaputiua, o que faz com que os quilombolas vivam sobressaltados com as ameaças que vêm sofrendo ao longo de todos esses anos, o que, por si só, é um desrespeito à vários direitos constitucionais fundamentais, como: liberdade e dignidade da pessoa humana.","2020-01-01"
"2021/09/24 9:32:50 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins.","territorialidades ","
A análise crítica de tais concepções, à luz das formas de territorialidades
diversas, vivenciadas pelas comunidades tradicionais, faz dessa região
um importante lócus de pesquisa que exige o acionamento de múltiplos
instrumentos metodológicos, notadamente a descrição aberta e plural,
a serem apropriados para a identificação das especificidades dos
processos de construção territorial e dos conflitos dela decorrentes.","2020-01-01"
"2021/09/24 9:33:21 PM GMT-3","Território;Quilombolas","Positiva","Dissertação de mestrado: ENCANTOS E DESENCANTOS EM CAMAPUTIUA: conflitos agrários e resistência quilombola"," Vanessa Cristina Ramos Fonsêca da Silva ","inquérito civil; Incra; território quilombola; Camaputiua ","Ademais, a morosidade no processo do INCRA fez com que o Ministério Público
Federal instaurasse Inquérito Civil Público no ano de 2011 – ICP 1.19.000.000524/2010-53.
O objetivo era “apurar a ocorrência de diversos conflitos possessórios decorrentes do
cerceamento de áreas tradicionalmente utilizadas pelos moradores da comunidade
Camaputiua, situada em uma ilha fluvial no Município de Cajari-MA, ao lado da intensa mora
do ora requerido INCRA”. Contudo o Inquérito Civil não foi suficiente para coagir o INCRA
a proceder os demais atos para a titulação definitiva do território quilombola de Camaputiua","2020-01-01"
"2021/09/24 9:35:26 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","desenvolvimento; agências multilaterais ","A noção de território torna-se instrumento analítico e
adquire certa centralidade para a formação acadêmica dos alunos do
PPGCSPA, de sorte a ser debatida através de uma ampla literatura que
autoriza a realização de exercícios críticos, recuperando genealogias
e ressignificações. Assim tomado, o conceito de território permite
discernir os significados atualizados em diferentes políticas de
“ordenamento territorial” propostas e implementadas por políticas
governamentais; discernir a ação de agências multilaterais, alinhadas, a
partir do século XX ao neoliberalismo com suas propostas de proteção
ambiental; e, depurar ações empresariais, beneficiadas por um conjunto
de medidas institucionais, sejam econômicas ou ambientais, em prol
do chamado “desenvolvimento.”","2020-01-01"
"2021/09/24 9:36:38 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Desdobra-se de tais análises aquelas referidas às territorialidades específicas de povos e comunidades
tradicionais da Amazônia, ameaçadas de modo constantes pelos
“atos de Estado”, promotores do agronegócio, implementação de
obras de infraestrutura e dos chamados megaprojetos. Tais terras
tradicionalmente ocupadas se constituem nas últimas fronteiras da
Amazônia e têm sido constantemente ameaçadas por uma política que
insiste em colocá-las no mercado de modo a contemplar os interesses
empresariais.","2020-01-01"
"2021/09/24 9:38:19 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","agronegócio; direitos territoriais; povos e comunidades tradicionais ","A reconceituação de território, consoante as interpretações sociológicas têm sido marcadas por novos critérios de classificação, que aparentam empreender uma volta
ao passado, refletindo uma conhecida e dúbia combinação entre fatores ambientais
e econômicos. Incorporados pelas ações governamentais mais recentes, tais critérios
reeditam a prevalência do quadro natural, privilegiam biomas e ecossistemas como
delimitadores de “regiões”, flexibilizam normas jurídicas que asseguram os direitos
territoriais de povos e comunidades tradicionais e objetivam atender às demandas
progressivas de um crescimento econômico baseado principalmente em commodities
minerais e agrícolas","2020-01-01"
"2021/09/24 9:39:22 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","A categoria território, com significados múltiplos, referidos
a conceitos, noções operacionais, ações institucionais, e situações
empiricamente observáveis, presta-se ainda a nomear projetos e
programas de agências multilaterais ou do próprio aparato estatal.
Em consonância com Almeida, os sentidos práticos de território
transcendem, contudo, ao significado estrito de políticas fundiárias,
ambientais ou minerais. Eles se apoiam em medidas protecionistas,
designadas de “medidas de defesa comercial”.","2020-01-01"
"2021/09/24 9:40:32 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","conflitos territoriais; direitos étnicos ","Os conflitos territoriais, por sua vez, podem fazer aparecer
a reivindicação pelo reconhecimento das terras tradicionalmente
ocupadas, se considerarmos que os grupos sociais têm se organizado
coletivamente em defesa de seus direitos étnicos. Para tais grupos, o
território não pode ser expresso a partir de uma visão da geografia,
ao contrário, refere-se às práticas e saberes orientadores de um tipo de
relação específica com os recursos naturais.","2020-01-01"
"2021/09/24 9:41:23 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Os artigos do presente livro articulam um debate referido à
situação territorial de indígenas, quilombolas, quebradeiras de coco
babaçu e pescadores considerando as ações governamentais e as práticas
de mobilização centradas no acionamento do étnico como elemento de
pertencimento. São trabalhos referidos a situações concretas nos quais
as práticas descritivas são indissociáveis do exercício interpretativo.","2020-01-01"
"2021/09/24 9:42:16 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","A noção de território perpassa os artigos de modo a deslindar
a visão complexa e dinâmica que elaboram indígenas, quilombolas,
quebradeiras de coco e pescadores, e a oposição dessa visão em
relação a outras, impostas como absolutas, centradas no parcelamento
e colocação das terras da Amazônia no mercado com o reforço da
lógica mercadológica, unitária e devastadora.","2020-01-01"
"2021/09/24 9:43:24 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","territorialidades específicas ","Os conceitos de “território” e “territorialidades específicas”
e variantes como “processos diferenciados de territorialização”
acionados nos textos o são também na maioria das dissertações
defendidas, adentrando polêmicas entre diferentes formações
acadêmicas (antropologia, geografia, filosofia), evidenciando um
complexo campo de significação da denominada nova cartografia
social e suas práticas de uma nova descrição etnográfica, que
incluiria desde o mapeamento dos chamados saberes tradicionais
até as diversas modalidades do denominado “uso comum” dos recursos
e de estabelecimento de fronteiras que delimitam espaços
sociais etnicamente configurados.","2020-01-01"
"2021/09/24 9:45:28 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","ribeirinhos, seringueiros, quilombolas, indígenas, piaçabeiros, pescadores artesanais, castanheiros, artesãos e artesãs","Além dos conhecimentos dos povos e comunidades tradicionais serem
fundamentais para a manutenção da biodiversidade e dos ecossistemas
da Amazônia, nas últimas décadas esses agentes sociais também têm
se organizado politicamente em torno de categorias identitárias locais
– como ribeirinhos, seringueiros, quilombolas, indígenas, piaçabeiros,
pescadores artesanais, castanheiros, artesãos e artesãs (do arumã, do
tucum, do cipó ambé e das palhas e sementes), indígenas que residem
em cidades, quebradeiras de coco babaçu, peconheiros (coletores de
açaí) – para reivindicar seus direitos e defender seus territórios dos
interesses predatórios de madeireiras, projetos agropecuários, usinas
de ferro-gusa, mineradoras e outros tipos de empreendimentos que
devastam os recursos naturais","2020-01-01"
"2021/09/24 9:46:47 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","políticas desenvolvimentistas ","O conjunto de dados obtidos nesse período
compreendeu publicações científicas, produções técnicas, documentos
oficiais e entrevistas com os agentes sociais. A partir da análise qualitativa
desses materiais, organizamos a discussão dos resultados em três tópicos:
o primeiro descreve os processos diferenciados de territorialização do
oeste Maranhense; o segundo analisa os conflitos sociais gerados pelas
políticas desenvolvimentistas e de integração nacional que incidiram
sobre essa região na segunda metade do século XX; e o terceiro discute
sobre as novas formas de organização social e política aventadas pelos
povos indígenas que vivem na Amazônia Maranhense para reivindicar seus
direitos e proteger seus territórios da devastação.","2020-01-01"
